epa_value,bps_model,mfri_all,count
433,11620_29_30,51,4011
433,11660_21,40,279524
433,11660_22,32,619
433,11660_29,18,7
433,11660_9_10_19,27,99179
433,11662_19,18,9263
433,11670_10_19,295,279
433,11670_21,204,164
433,11791_29_30,18,188
433,11792_29_30,15,19574
433,13850_20,19,25891
433,13850_29_30,19,3
433,14950_20,50,60
434,10090_19,69,9
434,10110_20_29,100,253
434,10110_21,110,219
434,10110_6_10_12_17_18_19,31,12963
434,10451_10_19,19,139535
434,10451_20,20,357
434,10454_20,77,681
434,10460_10_19_20,184,15
434,10460_21,199,2
434,10490_19_20_21_23_28_29,385,10943
434,10530_10_19,13,8492
434,10540_20,14,141
434,10550_10_19,137,24152
434,10550_21_22,333,21
434,10560_10_19,181,8094
434,10560_21_22,291,4
434,10610_20_29,54,8
434,10620_10_19_21_29_31,69,262
434,10800_10_19,80,545451
434,10801_21_22_28,72,171
434,10810_18_19_21,1140,163
434,10850_20,30,106409
434,11060_10_19,82,83762
434,11150_10_19,189,106
434,11170_20,14,337
434,11240_10_12_17_18_19_21,201,1945
434,11250_1_7_8_9_10_19,59,738154
434,11250_20_29_30_31_33,92,118
434,11260_1_7_8_9_10_19,31,132061
434,11260_20_29_33,50,6890
434,11260_21,50,7804
434,11270_21,217,366
434,11390_10_19,17,1459285
434,11390_20,20,4330
434,11390_21,32,14563
434,11400_10_19,146,3383
434,11410_20,12,90907
434,11440_12_16_19_28,207,6430
434,11450_21,40,1832
434,11450_9_10_19,32,158302
434,11530_20_22_29_30,207,4
434,11530_6_10_12_13_17_18_19_21,1024,12
434,11590_10_19,50,245170
434,11590_20,53,4592
434,11590_21,180,2411
434,11600_10_19,80,427350
434,11610_9_10_19,386,3855
434,11620_20,57,35097
434,11660_21,40,290
434,11660_9_10_19,27,139625
434,11662_19,18,16028
434,11670_10_19,295,1508
434,13850_20,19,3522
434,14950_20,50,44
435,10090_19,69,228
435,10110_20_29,100,963
435,10110_6_10_12_17_18_19,31,7223
435,10451_10_19,19,278874
435,10451_20,20,5615
435,10453_10_19,72,233
435,10454_20,77,7741
435,10460_10_19_20,184,4768
435,10490_19_20_21_23_28_29,385,22624
435,10530_10_19,13,55532
435,10540_20,14,2407
435,10550_10_19,137,90426
435,10560_10_19,181,10367
435,10610_20_29,54,467
435,10620_10_19_21_29_31,69,104
435,10800_10_19,80,14424
435,10850_20,30,86328
435,11060_10_19,82,89226
435,11060_20_21_29,79,3853
435,11150_10_19,189,1
435,11170_20,14,565
435,11250_1_7_8_9_10_19,59,101046
435,11250_20_29_30_31_33,92,603
435,11260_1_7_8_9_10_19,31,44207
435,11260_20_29_33,50,325
435,11390_10_19,17,1753901
435,11390_20,20,182619
435,11400_10_19,146,4811
435,11410_20,12,109046
435,11440_12_16_19_28,207,761
435,11450_9_10_19,32,85583
435,11530_6_10_12_13_17_18_19_21,1024,2066
435,11590_10_19,50,81513
435,11590_20,53,25396
435,11600_10_19,80,224325
435,11600_20_29,151,7518
435,11610_9_10_19,386,1770
435,11620_20,57,11063
435,11660_9_10_19,27,255095
435,11662_19,18,23948
435,11670_10_19,295,926
435,13850_20,19,3760
435,14950_20,50,19
436,10110_20_29,100,596
436,10110_21,110,1376
436,10110_22,163,10351
436,10480_29,29,245
436,10490_16_22,216,5042
436,10490_19_20_21_23_28_29,385,17797
436,10510_15_16_17_22_23_24_25,11,51
436,10540_22,13,48
436,10540_29,18,356492
436,10550_21_22,333,2710
436,10550_29,113,734
436,10560_21_22,291,31
436,10610_20_29,54,2780
436,10620_10_19_21_29_31,69,20230
436,10620_22_28,58,43
436,10720_22_29,331,3566
436,10801_21_22_28,72,827
436,10802_21_22_28,98,473810
436,10850_29_30,15,817
436,10860_29,106,23315
436,10861_22,89,63
436,10862_22,106,2
436,11060_20_21_29,79,2
436,11060_22,67,1
436,11170_29,15,15839
436,11250_20_29_30_31_33,92,336755
436,11260_20_29_33,50,49683
436,11260_21,50,2664
436,11260_22,86,165919
436,11390_21,32,79
436,11390_22,66,7
436,11390_29,35,14375
436,11400_29,79,4
436,11410_29_30,13,3745475
436,11450_21,40,1
436,11450_29,84,8
436,11480_20_29_30,22,3452
436,11530_20_22_29_30,207,54460
436,11590_21,180,126
436,11590_22,61,32319
436,11590_29,54,91320
436,11600_20_29,151,54
436,11600_21,299,135
436,11610_21,401,69
436,11620_22,103,5159
436,11620_29_30,51,250912
436,11660_21,40,2214
436,11660_22,32,319
436,11660_29,18,54625
436,11791_29_30,18,28041
436,11792_29_30,15,482585
436,13850_29_30,19,1793
437,10110_20_29,100,12
437,10110_22,163,353
437,10490_16_22,216,614
437,10490_19_20_21_23_28_29,385,1816
437,10540_22,13,184
437,10540_29,18,42421
437,10620_10_19_21_29_31,69,5983
437,10660_29,440,19598
437,10720_22_29,331,29
437,10801_21_22_28,72,2837
437,10802_21_22_28,98,87771
437,10850_29_30,15,65295
437,10860_29,106,25
437,10861_22,89,177
437,10862_22,106,5
437,11170_29,15,60
437,11250_20_29_30_31_33,92,5141557
437,11260_20_29_33,50,109466
437,11260_22,86,981
437,11350_22,25,5444
437,11390_22,66,37
437,11390_29,35,26
437,11410_29_30,13,30207163
437,11480_20_29_30,22,403124
437,11490_29,21,125340
437,11530_20_22_29_30,207,50687
437,11590_22,61,1055
437,11590_29,54,411134
437,11620_22,103,10530
437,11620_29_30,51,775905
437,11660_29,18,830
437,11791_29_30,18,37
437,11792_29_30,15,194864
437,13850_29_30,19,16
438,10110_20_29,100,25
438,10110_22,163,2470
438,10490_16_22,216,2279
438,10490_19_20_21_23_28_29,385,898
438,10540_22,13,1371
438,10540_29,18,4639
438,10550_29,113,4
438,10610_20_29,54,15
438,10620_10_19_21_29_31,69,27
438,10660_29,440,994927
438,10720_22_29,331,58
438,10801_21_22_28,72,7252
438,10802_21_22_28,98,289220
438,10810_22,450,1
438,10850_29_30,15,7887
438,10861_22,89,1000
438,10862_22,106,5
438,11170_29,15,13
438,11250_20_29_30_31_33,92,488165
438,11260_20_29_33,50,9515
438,11260_22,86,3161
438,11270_22,448,1
438,11350_22,25,5498
438,11390_22,66,557
438,11410_29_30,13,1621684
438,11480_20_29_30,22,5641
438,11490_29,21,12454
438,11530_20_22_29_30,207,38967
438,11590_22,61,12418
438,11590_29,54,11162
438,11620_22,103,41014
438,11620_29_30,51,14182
438,11791_29_30,18,10
438,11792_29_30,15,25160
439,10130_31_38_39_40,17,263561
439,10540_33,24,829
439,10590_27_33,137,232
439,10940_27_33,23,179817
439,10940_31_38,23,3002000
439,11320_31_38,8,490841
439,11320_33,15,2194144
439,11410_31,8,111573
439,11470_27_33,24,1
439,11480_31_38,4,32418809
439,11490_31_33,21,281322
439,11500_31_39_40,5,69535
439,11620_27_33,27,15109
439,11620_31_39_40,51,1299046
439,11620_38,51,1
439,11790_31,14,95974
439,13850_31_39_40_42,32,29149
439,14210_31_38_42_43_44_50_51,4,1718417
439,14690_31_39_40_43,48,159
439,14950_27_33,15,32
439,14950_31_39_40,20,1158195
440,10940_31_38,23,280805
440,11320_31_38,8,4700
440,11410_31,8,4897
440,11480_31_38,4,2507637
440,11490_31_33,21,6
440,11620_31_39_40,51,107184
440,11790_31,14,97
440,13850_31_39_40_42,32,5
440,14210_31_38_42_43_44_50_51,4,546723
440,14950_31_39_40,20,537476
441,10130_31_38_39_40,17,7651
441,10940_31_38,23,3444
441,11320_31_38,8,40381
441,11410_31,8,919
441,11480_31_38,4,2657768
441,11500_31_39_40,5,8631
441,11620_31_39_40,51,875174
441,11620_38,51,2855
441,11790_31,14,20
441,13850_31_39_40_42,32,1031
441,14210_31_38_42_43_44_50_51,4,1686043
441,14690_31_39_40_43,48,235
441,14950_31_39_40,20,161521
442,10130_31_38_39_40,17,2835
442,10940_31_38,23,87199
442,11320_31_38,8,11
442,11410_31,8,20
442,11480_31_38,4,9535907
442,11500_31_39_40,5,172
442,11620_31_39_40,51,404160
442,11790_31,14,332
442,13850_31_39_40_42,32,139
442,14210_31_38_42_43_44_50_51,4,878461
442,14950_31_39_40,20,1408320
443,13070_46_47_48,8,110
443,13150_48_53_57_59_61,14,6740
443,13160_54_57_59_61,42,4805090
443,13170_48_53,6,199
443,13180_57_59_61,77,2335
443,13210_47_48_53_57,68,149
443,13300_46_48_54_55_56_99,7,72878
443,13460_54_55_58,4,3
443,13490_46_48_54_55_99,3,13180
443,13510_48_54_59,3,469198
443,13520_53_54_57_59_60_61,5,32152
443,13530_46_48_53_54_57_59_60_61,7,291930
443,13570_46_47_55_58_99,35,1
443,13680_46_48_54_57_59_60_61,5,13409004
443,13720_46_99,7,81
443,13760_48_53_57_61,7,118
443,14080_48,3,23
443,14300_46,3,2
443,14570_47_48,8,1
443,14710_47_48_53_54_57_59_60_61_63,80,651705
443,14720_44_46_47_48,167,1328
443,14720_53_54_57_59_60,168,2128416
443,14730_45_46_47_98_99,53,16
443,14740_46_47_48_55_56_58_60_99,68,451
443,14790_41_42_47_48_50_51_53,987,5
443,14800_46_56_58_60_64_65_66,221,33
444,13070_46_47_48,8,5
444,13150_48_53_57_59_61,14,182
444,13160_54_57_59_61,42,14232362
444,13300_46_48_54_55_56_99,7,40250
444,13350_55_58_60,7,1906
444,13420_59,5,93539
444,13430_54_55,36,1307
444,13430_58_60,36,199
444,13460_54_55_58,4,130368
444,13470_55_58_60,4,713
444,13490_46_48_54_55_99,3,11885
444,13510_48_54_59,3,72989
444,13530_46_48_53_54_57_59_60_61,7,53128
444,13570_46_47_55_58_99,35,28
444,13680_46_48_54_57_59_60_61,5,49282582
444,13720_46_99,7,200
444,14610_46_55_56_99,162,41
444,14680_46_55_58_99,8,192
444,14710_47_48_53_54_57_59_60_61_63,80,2962667
444,14720_44_46_47_48,167,50
444,14720_53_54_57_59_60,168,6816707
444,14730_45_46_47_98_99,53,9
444,14730_55_58_60,54,11
444,14740_46_47_48_55_56_58_60_99,68,534
444,14800_46_56_58_60_64_65_66,221,45
444,14800_55_99,221,12
445,13160_54_57_59_61,42,4408100
445,13350_55_58_60,7,904
445,13420_59,5,35384
445,13430_58_60,36,1023
445,13460_54_55_58,4,50959
445,13470_55_58_60,4,2057
445,13510_48_54_59,3,399896
445,13570_46_47_55_58_99,35,8
445,13680_46_48_54_57_59_60_61,5,14556634
445,14490_58_60,3,164
445,14590_58,11,5
445,14680_46_55_58_99,8,885
445,14710_47_48_53_54_57_59_60_61_63,80,1109291
445,14720_53_54_57_59_60,168,1737856
445,14740_46_47_48_55_56_58_60_99,68,138
446,13150_48_53_57_59_61,14,5
446,13160_54_57_59_61,42,600005
446,13170_48_53,6,300
446,13210_47_48_53_57,68,151
446,13510_48_54_59,3,300706
446,13520_53_54_57_59_60_61,5,3760
446,13530_46_48_53_54_57_59_60_61,7,184
446,13680_46_48_54_57_59_60_61,5,1577786
446,13760_48_53_57_61,7,2595
446,14010_43_44_47_48_53,3,1
446,14710_47_48_53_54_57_59_60_61_63,80,40428
446,14720_44_46_47_48,167,2054
446,14720_53_54_57_59_60,168,269502
446,14790_41_42_47_48_50_51_53,987,1
447,13030_60,4,337301
447,13030_61_63_64_65_66,6,507775
447,13150_48_53_57_59_61,14,88775
447,13160_54_57_59_61,42,6834321
447,13160_60,41,486053
447,13170_57_61,11,569
447,13180_57_59_61,77,53967
447,13210_62,191,8
447,13240_60_65_66,4,137924
447,13430_58_60,36,15572
447,13470_55_58_60,4,19
447,13510_48_54_59,3,6
447,13520_53_54_57_59_60_61,5,8994
447,13530_46_48_53_54_57_59_60_61,7,96015
447,13550_60_65,8,1006
447,13680_46_48_54_57_59_60_61,5,20520168
447,13690_60_61_63_64_65_66,14,194702
447,13700_60_63_64_65_66,531,547571
447,13760_48_53_57_61,7,40
447,13770_60_61_63_64_65_66,190,18563
447,13790_60_65,7,25
447,14000_60_61,4,830
447,14360_60,5,13
447,14710_47_48_53_54_57_59_60_61_63,80,937263
447,14720_53_54_57_59_60,168,1575679
447,14720_61_62_63,166,463488
447,14730_55_58_60,54,721
447,14740_46_47_48_55_56_58_60_99,68,233
447,14790_60_61_63_64_65_66,578,6986
447,14800_46_56_58_60_64_65_66,221,994
447,14900_60,5,41
448,13030_60,4,2079
448,13160_54_57_59_61,42,3137593
448,13160_60,41,502313
448,13240_60_65_66,4,45518
448,13350_55_58_60,7,4739
448,13420_59,5,779
448,13430_58_60,36,75599
448,13460_54_55_58,4,1017
448,13470_55_58_60,4,9772
448,13510_48_54_59,3,23926
448,13530_46_48_53_54_57_59_60_61,7,36726
448,13550_60_65,8,91
448,13680_46_48_54_57_59_60_61,5,13391753
448,13690_60_61_63_64_65_66,14,12807
448,13700_60_63_64_65_66,531,128730
448,13770_60_61_63_64_65_66,190,1171
448,13790_60_65,7,34
448,14000_60_61,4,938
448,14360_60,5,3
448,14490_58_60,3,141
448,14680_46_55_58_99,8,304
448,14680_60,8,29
448,14710_47_48_53_54_57_59_60_61_63,80,1042828
448,14720_53_54_57_59_60,168,1301005
448,14730_55_58_60,54,1318
448,14740_46_47_48_55_56_58_60_99,68,2767
448,14790_60_61_63_64_65_66,578,5756
448,14800_46_56_58_60_64_65_66,221,6650
448,14900_60,5,2
448,15010_58_60,76,191
449,13160_54_57_59_61,42,976017
449,13160_60,41,388
449,13240_60_65_66,4,582
449,13350_55_58_60,7,429
449,13420_59,5,37318
449,13430_58_60,36,1889
449,13460_54_55_58,4,1220
449,13470_55_58_60,4,800
449,13510_48_54_59,3,65367
449,13530_46_48_53_54_57_59_60_61,7,24
449,13680_46_48_54_57_59_60_61,5,2996894
449,13690_60_61_63_64_65_66,14,142
449,13700_60_63_64_65_66,531,77
449,13790_60_65,7,77
449,14000_60_61,4,1
449,14490_58_60,3,126
449,14680_46_55_58_99,8,116
449,14710_47_48_53_54_57_59_60_61_63,80,676109
449,14720_53_54_57_59_60,168,309020
449,14740_46_47_48_55_56_58_60_99,68,38
449,14790_60_61_63_64_65_66,578,1
449,14800_46_56_58_60_64_65_66,221,135
450,13160_54_57_59_61,42,190239
450,13510_48_54_59,3,197369
450,13680_46_48_54_57_59_60_61,5,387679
450,14710_47_48_53_54_57_59_60_61_63,80,21515
450,14720_53_54_57_59_60,168,80353
451,13160_54_57_59_61,42,183004
451,13420_59,5,2
451,13510_48_54_59,3,92
451,13530_46_48_53_54_57_59_60_61,7,2004
451,13680_46_48_54_57_59_60_61,5,572110
451,14710_47_48_53_54_57_59_60_61_63,80,17646
451,14720_53_54_57_59_60,168,50989
452,10130_31_38_39_40,17,43444
452,11410_40,8,437910
452,11500_31_39_40,5,12352
452,11620_31_39_40,51,13937
452,13010_40,82,149
452,13140_38_39_40_41_42_43_44_50,467,9297
452,13310_39_40_41,6,35165
452,13850_31_39_40_42,32,7765
452,13940_39_40_41,5,92904
452,14120_39_40_41_42_43_50_51,3,5115
452,14200_39_40_42,6,104613
452,14690_31_39_40_43,48,4126
452,14770_40_41_50_51,105,351
452,14820_39_40,50,2349
452,14950_31_39_40,20,10934
453,10130_31_38_39_40,17,35821
453,11410_40,8,350137
453,11500_31_39_40,5,22673
453,11620_31_39_40,51,799
453,13010_40,82,2957
453,13140_38_39_40_41_42_43_44_50,467,108
453,13310_39_40_41,6,507767
453,13850_31_39_40_42,32,1760
453,13940_39_40_41,5,38108
453,14200_39_40_42,6,32977
453,14770_40_41_50_51,105,2
453,14820_39_40,50,37
453,14950_31_39_40,20,48835
454,10130_31_38_39_40,17,13614
454,11410_39,8,4227624
454,11410_40,8,3461714
454,11500_31_39_40,5,13202
454,11620_31_39_40,51,62681
454,13100_39,19,2211
454,13110_39,13,16
454,13140_38_39_40_41_42_43_44_50,467,829
454,13310_39_40_41,6,209
454,13850_31_39_40_42,32,23721
454,13940_39_40_41,5,7790
454,14120_39_40_41_42_43_50_51,3,1447
454,14200_39_40_42,6,549865
454,14690_31_39_40_43,48,452163
454,14770_40_41_50_51,105,42
454,14820_39_40,50,185841
454,14950_31_39_40,20,335239
455,10130_31_38_39_40,17,9650
455,11410_39,8,1019925
455,11410_40,8,3202998
455,11500_31_39_40,5,13622
455,11620_31_39_40,51,13697
455,13010_40,82,82
455,13100_39,19,417
455,13140_38_39_40_41_42_43_44_50,467,3
455,13310_39_40_41,6,6895
455,13850_31_39_40_42,32,64138
455,13940_39_40_41,5,2564
455,14120_39_40_41_42_43_50_51,3,101
455,14200_39_40_42,6,311278
455,14690_31_39_40_43,48,69763
455,14820_39_40,50,56288
455,14950_31_39_40,20,435589
456,10130_31_38_39_40,17,1837
456,11410_39,8,302920
456,11500_31_39_40,5,184
456,11620_31_39_40,51,96
456,13100_39,19,56090
456,13100_41_62,13,26
456,13110_39,13,1281
456,13140_38_39_40_41_42_43_44_50,467,5424
456,13620_41_50,11,45
456,13651_40_41_50,213,84
456,13653_41,76,19
456,13850_31_39_40_42,32,54
456,13940_39_40_41,5,49960
456,13950_41_42_43_49_52,5,2
456,14071_41_50_51,4,418
456,14120_39_40_41_42_43_50_51,3,471504
456,14200_39_40_42,6,5518977
456,14200_41,4,406570
456,14690_31_39_40_43,48,497427
456,14710_41_50,58,737
456,14820_39_40,50,206068
456,14930_41_42_44_50,17,14876
456,14950_31_39_40,20,2588
457,10130_31_38_39_40,17,363
457,11410_40,8,2902407
457,11500_31_39_40,5,98387
457,11620_31_39_40,51,12058
457,13140_38_39_40_41_42_43_44_50,467,3197
457,13310_39_40_41,6,398
457,13850_31_39_40_42,32,39846
457,13940_39_40_41,5,10472
457,14120_39_40_41_42_43_50_51,3,13789
457,14200_39_40_42,6,660494
457,14770_40_41_50_51,105,217
457,14820_39_40,50,3046
457,14950_31_39_40,20,285560
458,10130_31_38_39_40,17,562
458,11410_40,8,12789641
458,11500_31_39_40,5,138917
458,11620_31_39_40,51,57028
458,13010_40,82,2029
458,13140_38_39_40_41_42_43_44_50,467,35
458,13310_39_40_41,6,7117
458,13850_31_39_40_42,32,56560
458,13940_39_40_41,5,15731
458,14120_39_40_41_42_43_50_51,3,142
458,14200_39_40_42,6,175645
458,14690_31_39_40_43,48,1
458,14770_40_41_50_51,105,185
458,14820_39_40,50,267
458,14950_31_39_40,20,974018
459,11410_29_30,13,50413
459,11410_40,8,2690498
459,11500_31_39_40,5,38123
459,11620_31_39_40,51,2316
459,13850_29_30,19,10
459,13850_31_39_40_42,32,9992
459,14120_39_40_41_42_43_50_51,3,7500
459,14200_39_40_42,6,66369
459,14820_30,50,62074
459,14950_31_39_40,20,156744
460,10130_31_38_39_40,17,42124
460,11410_39,8,9474946
460,11410_40,8,20308136
460,11500_31_39_40,5,460027
460,11620_31_39_40,51,357993
460,13010_40,82,22
460,13100_39,19,3679
460,13110_39,13,90
460,13140_38_39_40_41_42_43_44_50,467,18715
460,13310_39_40_41,6,5754
460,13850_31_39_40_42,32,304257
460,13940_39_40_41,5,128048
460,14120_39_40_41_42_43_50_51,3,56225
460,14200_39_40_42,6,9149468
460,14690_31_39_40_43,48,270734
460,14770_40_41_50_51,105,514
460,14820_39_40,50,229138
460,14950_31_39_40,20,2833921
461,10130_31_38_39_40,17,1477
461,11410_39,8,219674
461,11410_40,8,1401589
461,11500_31_39_40,5,46556
461,11620_31_39_40,51,8361
461,13140_38_39_40_41_42_43_44_50,467,900
461,13310_39_40_41,6,261
461,13850_31_39_40_42,32,32132
461,13940_39_40_41,5,3041
461,14120_39_40_41_42_43_50_51,3,5874
461,14200_39_40_42,6,457444
461,14690_31_39_40_43,48,71163
461,14770_40_41_50_51,105,127
461,14820_39_40,50,21506
461,14950_31_39_40,20,156093
462,10130_31_38_39_40,17,28
462,11410_39,8,337771
462,13100_39,19,16982
462,13110_39,13,13379
462,13140_38_39_40_41_42_43_44_50,467,15702
462,13850_31_39_40_42,32,7499
462,13940_39_40_41,5,87395
462,14120_39_40_41_42_43_50_51,3,16408
462,14200_39_40_42,6,14223677
462,14690_31_39_40_43,48,452993
462,14820_39_40,50,382220
462,14950_31_39_40,20,150
463,13100_39,19,1811
463,13110_39,13,562
463,13140_38_39_40_41_42_43_44_50,467,10922
463,13940_39_40_41,5,88589
463,14120_39_40_41_42_43_50_51,3,7083
463,14200_39_40_42,6,2068119
463,14690_31_39_40_43,48,10027
463,14820_39_40,50,12226
464,13100_39,19,592
464,13110_39,13,3178
464,13140_38_39_40_41_42_43_44_50,467,122
464,13850_31_39_40_42,32,868
464,13940_39_40_41,5,12913
464,14120_39_40_41_42_43_50_51,3,8107
464,14200_39_40_42,6,5136271
464,14690_31_39_40_43,48,234002
464,14820_39_40,50,47759
465,10130_31_38_39_40,17,23942
465,10940_31_38,23,4
465,11320_31_38,8,18
465,11410_39,8,19522425
465,11480_31_38,4,4
465,11500_31_39_40,5,47489
465,11620_31_39_40,51,418566
465,13100_39,19,200
465,13110_39,13,14983
465,13140_38_39_40_41_42_43_44_50,467,21624
465,13310_39_40_41,6,644
465,13850_31_39_40_42,32,84775
465,13940_39_40_41,5,814
465,14200_39_40_42,6,4020392
465,14690_31_39_40_43,48,941953
465,14820_39_40,50,512597
465,14950_31_39_40,20,729691
466,13100_39,19,46647
466,13110_39,13,763
466,13140_38_39_40_41_42_43_44_50,467,9190
466,13940_39_40_41,5,28563
466,14120_39_40_41_42_43_50_51,3,147956
466,14200_39_40_42,6,2423150
466,14690_31_39_40_43,48,275757
466,14820_39_40,50,61937
467,10130_31_38_39_40,17,146
467,11410_39,8,677378
467,13100_38_42_43,24,967186
467,13100_39,19,2996
467,13110_39,13,10562
467,13140_38_39_40_41_42_43_44_50,467,168
467,13850_31_39_40_42,32,133333
467,13940_39_40_41,5,11006
467,13940_42,5,13436
467,14120_39_40_41_42_43_50_51,3,137478
467,14200_39_40_42,6,15602026
467,14210_31_38_42_43_44_50_51,4,540130
467,14690_31_39_40_43,48,271952
467,14690_38_42_49,48,152450
467,14820_39_40,50,44102
467,14880_38_42_43,3,36706
467,14950_31_39_40,20,5940
468,13100_38_42_43,24,6051530
468,13100_39,19,209624
468,13100_41_62,13,5636
468,13110_39,13,32059
468,13110_42_43,9,572
